"11683	neither satisfied nor dissatisfied	Better Wi-Fi",,,,,
"11682	fairly satisfied	More information on the bus.",,,,,
"11681	fairly satisfied	I would prefer if there are audio announcements and electronic display to show the next stop.",,,,,
"11679	very satisfied	The driver was probably The Stig! My wife was very at ease!",,,,,
"11678	fairly satisfied	Comfortable seats and next stop announcements and arrives quicker.",,,,,
"11673	fairly satisfied	Heating!",,,,,
"11671	fairly dissatisfied	Bigger buses are needed for wheelchair users!",,,,,
"11668	fairly satisfied	Congestion", jams.,,,,
"11665	fairly satisfied	This bus route is constantly late and as this is the only bus available it is frustrating considering other places are much much better serviced",,,,,
"11664	fairly satisfied	Cheaper fares!",,,,,
"11662	fairly satisfied	More cheerful driver.",,,,,
"11663	fairly dissatisfied	Buses to be on time when bus break down the next bus only gets to Lawrence Hill.  Then bus often goes straight pass you. When disabled it takes a toll on you.",,,,,
"11661	fairly dissatisfied	Get more drivers", but on more buses. It shouldn't take 2 hours to get to work. Make sure buses actually turn up when their meant to.,,,,
"11659	fairly satisfied	Charging ports and wifi.",,,,,
"11660	fairly satisfied	Cleanliness of the bus.",,,,,
"11654	very satisfied	Bus shelter",,,,,
"11651	neither satisfied nor dissatisfied	That first buses actually turn up on time.",,,,,
"11652	neither satisfied nor dissatisfied	Would like driver to greet passengers and apologise when they are late.",,,,,
"11648	fairly dissatisfied	Upon alighting at Penzance at the terminal", the bus move off the bay while we were descending from the stairs causing a fall down two steps and dropping items. The bus carried on to the middle of the depot before we could alight, driver in rush for crew change.,,,
"11649	very satisfied	Can't think of anything",,,,,
"11650	very satisfied	Nothing.  Completely satisfied.",,,,,
"11644	fairly satisfied	Cheaper return ticket.",,,,,
"11645	neither satisfied nor dissatisfied	Driver being a bit more approachable",,,,,
"11641	fairly satisfied	On time.",,,,,
"11640	very satisfied	Arriva is a good bus service and the drivers are great.",,,,,
"11637	very satisfied	Not to take so long",,,,,
"11638	neither satisfied nor dissatisfied	The prices of the bus fare when only a little journey.",,,,,
"11635	fairly satisfied	Needs to come more often.",,,,,
"11636	fairly satisfied	The windows on the bus were so dirty you could not see out of them. Also people putting their dirty feet on the seats needs big signs put up telling people to keep their feet off the seat",,,,,
"11629	neither satisfied nor dissatisfied	The price", I don't feel that the inflation of the bus service fare justifies the bus service.,,,,
"11630	neither satisfied nor dissatisfied	I have had cause to complain about the behaviour of your drivers", of course he was on best behaviour.,,,,
"11627	neither satisfied nor dissatisfied	More bus route", weekends often bus route, cleanliness and condition of the inside of the bus, the length of time it took to board.,,
"11628	fairly satisfied	Drivers to be more friendly and chatty",,,,,
"11626	fairly satisfied	The cleanliness of the bus ", rather have a double decker than single tier bus due to it being cramped.,,,,
"11624	very satisfied	A new bus!",,,,,
"11625	fairly satisfied	75% of drivers are very good. Others don't give you time to find a seat",,,,,
"11621	fairly satisfied	Lots of litter on the bus upstairs and unpleasant smell - journey would have been better without this.",,,,,
"11622	very satisfied	Voice announcements.",,,,,
"11615	fairly satisfied	The route can later on take a long time due to traffic", but this can't be helped. Also very busy around 5 - maybe often more frequent buses then.,,,,
"11616	very dissatisfied	I wait for the Yo-Yo every Saturday night at 19.47 but sometimes the  bus driver does come up to train station", misses it out .  Very disappointed sometimes.,,,,
"11617	fairly satisfied	Bus stopping closer to kerbs",,,,,
"11613	fairly satisfied	Better Wi-Fi(it doesn't always work)", USB plugs, live tracker or net app.,,,
"11608	very satisfied	General comfort of seats.",,,,,
"11605	fairly satisfied	Could it be possible that if a bus breaks down", could it be displayed on the timetable display board or if the other bus route knows the bus has broke down to let the green route know that's waiting  at the stops.,,,,
"11603	very satisfied	For me this is a very good journey.",,,,,
"11601	very satisfied	With this bus service I find the drivers most helpful compared to other companies.",,,,,
"11599	fairly satisfied	More space.  Working Wi-Fi as it does not work and I take this daily route.  Rowdiness of others on the bus.  General tidiness of the bus.  The driver could have given time for the passengers to be seated before driving off at speed.",,,,,
"11600	fairly satisfied	More seating in mornings and between 3-5pm as only single deckers operate at present on 10 and 10A route. Always full of school kids.",,,,,
"11597	fairly satisfied	Single is too small for this time. Bus is rarely on time. Lines are massive (Buses out of service).",,,,,
"11595	neither satisfied nor dissatisfied	Bus driver wasn't very inviting - no greeting.",,,,,
"11588	neither satisfied nor dissatisfied	Temperature to cold buses always late / miss!",,,,,
"11587	very dissatisfied	A much much cleaner environment with friendly drivers and smoother bus journey for better comfort. Ticket prices are not worth the journey you are given.",,,,,
"11585	fairly satisfied	Buses are old and often break down. On the upside they always provide a replacement bus but they do need upgrading.",,,,,
"11582	fairly satisfied	Everything is pretty good",,,,,
"11579	fairly satisfied	Punctuality of bus.",,,,,
"11575	very satisfied	All ok.",,,,,
"11574	fairly satisfied	On occasions the 48 bus hasn't turned up. Seems its always the 48 Route.",,,,,
"11569	very dissatisfied	The 60 bus needs to be more frequent. After 3pm the bus stop outside M&S gets too crowded. Need more buses that do not pass through Small Heath! This is an everyday occurrence!",,,,,
"11567	fairly satisfied	Bus overcrowded.",,,,,
"11568	very satisfied	Cheaper fares in general",,,,,
"11566	fairly satisfied	Interior of bus being cleaner.",,,,,
"11560	fairly satisfied	I suggest that the bus arrives on time because that is the downside of this number buses.  Also during peak hours the bus is so congested and overcrowded and results in not having a seat for the whole journey.",,,,,
"11558	fairly satisfied	More frequent buses",,,,,
"11553	neither satisfied nor dissatisfied	Turn up on time.",,,,,
"11551	fairly dissatisfied	The punctuality of the bus",,,,,
"11552	fairly dissatisfied	Put a direct bus to Knowle like you did before with the 379 from Roadstock to Knowle then onto Bristol bus station PLEASE.",,,,,
"11548	fairly satisfied	Driver to have plenty of change. Had to give voucher out. No money.",,,,,
"11547	neither satisfied nor dissatisfied	Nothing to comment on.  Early buses are fine but not the problem.  Daytime / evening buses are a major problem.",,,,,
"11524	fairly satisfied	I am disabled and have problems getting on and off bus but he did not lower the bus for me.",,,,,
"11520	fairly satisfied	Seats with more leg room.",,,,,
"11544	very satisfied	Larger seats.  Smoother driving", braking.,,,,
"11542	neither satisfied nor dissatisfied	A chance to get off the bus before other people get on. Sometimes the driver doesn't listen for the button and I have ended up walking past the stop I should have been at. Also sometimes on my journey I found drivers ignore me. In some cases I finish work", run to the stop, the bus is early so doesn't wait and pulls away,,,
"11543	fairly satisfied	Putting a newer model bus on this route",,,,,
"11539	very satisfied	Having music that everyone likes and free Wi-Fi.",,,,,
"11540	very satisfied	Not at all it was a great bus journey.",,,,,
"11536	very satisfied	Only that is was not on time",,,,,
"11538	fairly satisfied	At 9/16 as stated timetable at 49 bus stop made a lot easier to understand. In simple terms? If possible? Also"," the ""driver"" - to be more careful. When moving off and stopping to and from bust stops. For passengers safety? Specially for invalids?",,,,
"11532	fairly satisfied	Many bus stops I use have live information that is not working regularly",,,,,
"11533	fairly satisfied	Buses to run later at night.  Cut run times after peak periods to two in the hour instead of four per hour.",,,,,
"11528	neither satisfied nor dissatisfied	The driver could have gone faster",,,,,
"11530	fairly satisfied	Stop passengers smoking at bus stops.",,,,,
"11526	fairly satisfied	During school/college term times run double deck buses to help stop overcrowding.",,,,,
"11518	fairly satisfied	Strict bus arrival times.",,,,,
"11519	fairly satisfied	My stress getting to my place on time",,,,,
"11516	fairly satisfied	At the time of day (5-6pm) buses are usually delayed and there is often up to 30 mins wait or longer. (interval of 23 & 24 should be 10 mins up to 6:10pm)",,,,,
"11517	fairly satisfied	Internet that works and last longer than 10 minutes",,,,,
"11511	fairly satisfied	Seats to sit down", it was crowded, need more X1 services.,,,
"11508	very satisfied	Just the brakes make you jerk sometimes",,,,,
"11509	fairly satisfied	General smell as people as body odour from during the day can be a bit much on a long journey.",,,,,
"11510	fairly satisfied	Buses leaving bus station 3 or 4 minutes early.",,,,,
"11502	fairly satisfied	Cheaper single tickets.",,,,,
"11504	fairly satisfied	Electronic display showing next stop because it is dark nights now", when travelling back home from work.  Hard to see where you are.,,,,
"11505	fairly satisfied	The smoothness of the ride",,,,,
"11506	fairly satisfied	Bus turning up on time!",,,,,
"11496	fairly satisfied	Space for putting shopping trolley",,,,,
"11497	fairly satisfied	Not  this journey but something needs to be done about this route. Either the bus doesn't turn up or it's late. I've seen me wait nearly 2 hours on a night in the bus station as after a certain time they only run every hour and when one doesn't turn up that's it. The bus station full of drunks half the time and it's an awful atmosphere and not nice.",,,,,
"11493	fairly satisfied	Less time to wait on a Saturday night.",,,,,
"11495	fairly satisfied	Drunk people in the bus.",,,,,
"11491	neither satisfied nor dissatisfied	64/64A was due 14:49/14:59/15:09. I arrived at the stop 14:48 and was told the 64A due at 14:49 hadn't arrived yet. The next bus showed at 15:07. This happens regularly in Colchester.",,,,,
"11492	fairly satisfied	Not to keep changing bus times.  Keep times of buses the same throughout day as small changes can mean missing the bus.",,,,,
"11488	fairly satisfied	Put seating back the way it was there does not seem to be enough seating down stairs on the new buses when people get on buses they always stand at front by driver and want move to let people passed even when seats they stand there",,,,,
"11485	very satisfied	Showing up on time on a wet and cold day.",,,,,
"11483	fairly satisfied	Timing ", you wait for the bus they are often late , then two or three turn up at the same time.,,,
"11482	fairly satisfied	As I travel with a guide dog a greater amount of priority space for people with a disability would be appreciated.",,,,,
"11478	fairly satisfied	Luggage space. Papers on one side", used ticket dispenser on another side,,,,
"11475	very satisfied	cannot think of any improvements",,,,,
"11476	fairly satisfied	Distance we now have to walk from home to nearest bus stop to catch bus and distance from bus stop to home after journey . This is a result of buses being rerouted due to building which we were told temporary. Once building site was finished bus company decided not to come back leaving my self and others stranded.",,,,,
"11477	fairly dissatisfied	Wi-Fi that actually worked more comfortable seats.  Bus driver wait for you to sit down before driving off.  USB chargers.",,,,,
"11470	very satisfied	Cannot think of anything.",,,,,
"11474	fairly dissatisfied	Dogs sitting on the seat. Passengers under the influence of alcohol. Passenger feet on seats. Audio announcement needed in each bus.",,,,,
"11464	very satisfied	All good.",,,,,
"11467	fairly dissatisfied	Drivers getting off at 3 or 4 stops reading the metro news paper when you're trying to get to work + driving slowly.",,,,,
"11463	fairly satisfied	Announcements of the next stop.",,,,,
"11456	fairly dissatisfied	The bus turns up on time   The bus driver doesn't stop at every single stop even if they don't have to",,,,,
"11454	fairly satisfied	On this occasion nothing could have improved the journey that was within the power of the driver.",,,,,
"11451	very satisfied	Satisfied ", no improvement needed.,,,,
"11446	fairly satisfied	Put the heating on",,,,,
"11449	fairly satisfied	More space for people with walking aids and push chairs",,,,,
"11450	fairly satisfied	Bus being on time.",,,,,
"11443	very satisfied	As I seldom use the bus this made me very aware of the other road users. I must commend the driver 10/10.",,,,,
"11444	fairly satisfied	Electronic display was not working.",,,,,
"11437	very satisfied	Nothing could have been improved",,,,,
"11441	fairly satisfied	The number 5 to be more frequent again 15 min instead of 30 mins",,,,,
"11434	very satisfied	As a frequent user Connect service perfect.",,,,,
"11435	fairly satisfied	If I was on the bus for a longer journey ",I would expect the Wi-Fi to be working and working well,,,,
"11427	fairly satisfied	Main problem is the litter at the bus stop. Horrendous. This particular journey was very smooth.",,,,,
"11423	very satisfied	Good journey",,,,,
"11424	fairly dissatisfied	The bus arrive on time.",,,,,
"11425	fairly satisfied	Arrive on time",,,,,
"11421	fairly dissatisfied	The time it took",,,,,
"11422	neither satisfied nor dissatisfied	Just a standard bus journey",,,,,
"11418	fairly dissatisfied	Turning up on time ", it's always late.  Extra buses for schoolchildren .  Change of drivers, being on time.,,,
"11419	fairly satisfied	This journey was one of few that was decent. Most dawdle", late, hang about at stops, deliberately slow down at traffic lights (bus stops too near light). Buses are usually first vehicle (seven out of ten) at traffic lights.,,
"11414	neither satisfied nor dissatisfied	The bus being on time.",,,,,
"11415	fairly satisfied	If there had been a shelter with bench our side of the bus stop.",,,,,
"11408	very satisfied	Nothing.",,,,,
"11410	very dissatisfied	Bus to arrive on time.",,,,,
"11412	fairly satisfied	They should tell all the drivers to be at the bus stop at right times.",,,,,
"11406	very dissatisfied	Students could have given me a seat.",,,,,
"11407	fairly satisfied	More room on bus", was crowded. More frequent buses between airport and city centre,,,,
"11401	very satisfied	nothing it was fine",,,,,
"11402	neither satisfied nor dissatisfied	Time keeping in Bristol at the moment very poor.",,,,,
"11403	neither satisfied nor dissatisfied	Arrive on time.",,,,,
"11404	fairly satisfied	That it is always like this.",,,,,
"11405	very satisfied	Very happy with 1X service. When you catch other buses i.e. 21 and 16", bus seats are covered in filth,,,,
"11393	neither satisfied nor dissatisfied	Cleanliness of bus.",,,,,
"11394	fairly satisfied	Speed. Charging facilities",,,,,
"11397	fairly satisfied	Heat off and the windows open. More at stop", not just sign with bus number.,,,,
"11398	fairly satisfied	About the route 6.  Remove the option for drivers to unilaterally decide not to stop at a bus stop.",,,,,
"11399	neither satisfied nor dissatisfied	The frequency of this bus should be improved.",,,,,
"11388	fairly satisfied	The Route 51 is very unreliable bus route.  The times I have waited at the bus stop for the route 51 and the due time either keeps increasing or the due time comes and the bus has just disappeared of the indicator board.  We are encouraged to use public transport but if it is not reliable then what's the point.  Also the bus timetables are not harmonious with the train timetable which makes no sense.  They should arrive at least ten minutes before the train arrives at Chelmsford station so you have some chance of getting the train and vice versa getting off the train and getting the bus.  On numerous occasion I have got out of the station only for the bus to disappear of in the distance and the having the unknown wait whether the next bus will arrive or not.  Also I would like to add that the bus service should run at least to 23.30 making it easier to socialise in Chelmsford town centre in the evening knowing that you can get home cheaply and safely.",,,,,
"11389	fairly dissatisfied	Some indication as to whether a bus has been cut out or delayed. A person whom I spoke to had waited an hour for a bus to turn up.",,,,,
"11390	neither satisfied nor dissatisfied	1. The hourly bus service running on time instead of regularly running well behind schedule - this missing connections and . 2. A double decker bus instead of a single decker particularly on market days. 3. A shorter journey from start to finish",,,,,
"11385	fairly dissatisfied	Punctuality of the bus.",,,,,
"11379	fairly satisfied	Comfier seats needed", charger points needed, longer lasting Wi-Fi.,,,
"11380	fairly satisfied	Smoothness of the Journey.",,,,,
"11381	fairly satisfied	This is about 10A",10 buses in general I get on at Queens Square bus station and they are supposed to be every 6 minutes. This never happens I can be at that bus stop for 30 minutes or more this is at about 7:40am . This happens nearly everyday.,,,,
"11377	fairly dissatisfied	Turn up on time", more frequent (every fifteen minutes).,,,,
"11354	fairly dissatisfied	It was too crowded. The 24 is always too crowded. We need more 24s on the roads as demand is so high. It is too cramped", feels very unsafe.,,,,
"11370	fairly satisfied	Come more often.",,,,,
"11371	fairly satisfied	Shorter journey time too many stops on journey more reliability of service rarely runs on time timetabe means nothing",,,,,
"11372	fairly satisfied	This journey on time - often late or not turning up at all - not good for kids coming home from school (granddaughter)!",,,,,
"11375	fairly satisfied	Not including this journey but this bus itself I believe the 10A needs to improve how on time it is and make it more than 1 bus per hour it should be 2 for the convenience on us college students",,,,,
"11366	very satisfied	Nothing really", feel we have a good service. Long may it continue!,,,,
"11364	fairly satisfied	The problem is this has been done on a good journey. If you'd asked me to do this on any of the other days in the week I'm filling this in you'd have got very different answers as it has been a nightmare due to overcrowding", waiting times at the stop (30 mins +) and up to five buses driving past before I could get on one... and even then as a standing passenger.,,,,
"11360	very satisfied	It was very satisfying",,,,,
"11362	fairly dissatisfied	More frequent bus service. We have been reduced to one bus per hour. Not acceptable",,,,,
"11356	fairly satisfied	All special locations at the stop to be announced.",,,,,
"11358	neither satisfied nor dissatisfied	Bus on time.  Drivers attitude with people.  No time to get seated with young child.",,,,,
"11348	fairly satisfied	To have the electronic display board working and being accurate",,,,,
"11332	fairly dissatisfied	The driver didn't stop for me even though I was standing outside the shelter waiting for me bus", he stopped further on when someone obviously told him I was waiting at me stop. The improvement would be slowing down on approaching every stop to make sure not to miss anyone.,,,,
"11335	fairly satisfied	Cooler bus air conditioner ", more seats,,,,
"11336	fairly satisfied	Buses never run on time.",,,,,
"11339	fairly satisfied	Friendly drivers.",,,,,
"11344	neither satisfied nor dissatisfied	The bus size.",,,,,
"11345	fairly satisfied	More comfortable seating.",,,,,
"11329	very satisfied	Very satisfied.",,,,,
"11322	very satisfied	Satisfied",,,,,
"11324	fairly satisfied	Cleaner seats and floors on the bus.",,,,,
"11325	fairly satisfied	Last week the  bus did not come. I was at the bus stop from 9:50 to 10:15am. This was very disappointing.",,,,,
"11326	very dissatisfied	Attitude and behaviour of the driver.  They are very rude to customers.",,,,,
"11327	fairly satisfied	Lower ticket prices for day passes purchased on the bus. Why do you financially disadvantage those of us who don't have a smartphone + use cash.",,,,,
"11320	very satisfied	Nothing could have been improved", very good journey, today.,,,
"11316	neither satisfied nor dissatisfied	The bus wasn't the normal purple line 87 bus", it was a yellow line single bus which are smaller,,,,
"11317	fairly satisfied	Newer buses. Buses service the Chandag Estate would be very helpful.",,,,,
"11312	fairly satisfied	Today everything was ok as it was a short journey",,,,,
"11314	fairly satisfied	Sometimes the heater is on which makes journey uncomfortable.",,,,,
"11315	fairly satisfied	Single passengers taking up a whole seat", by either sitting on the edge or placing their bags there,,,,
"11316	neither satisfied nor dissatisfied	The bus wasn't the normal purple line 87 bus", it was a yellow line single bus which are smaller,,,,
"11303	fairly satisfied	A smile from the driver.",,,,,
"11305	fairly satisfied	Waiting till I was seated before driving from stop.",,,,,
"11306	fairly satisfied	Run on time.",,,,,
"11307	fairly dissatisfied	Slower braking and pleasant driver.",,,,,
"11308	neither satisfied nor dissatisfied	Warmer on the bus",,,,,
"11309	fairly satisfied	Better support for visually impaired passengers. I hate being asked to move out the seats for disabled people by non disabled mothers.",,,,,
"11311	very dissatisfied	Have a bus that doesn't keep breaking down. Get a driver that isn't rude and stops at stops they are supposed to. Also is a safe driver", this company has a small blue mini bus. This driver won't let me on with walker. I have to walk.,,,,
"11301	neither satisfied nor dissatisfied	The driver was quite nonchalant and didn't respond when I thanked him on getting my ticket.",,,,,
"11302	fairly satisfied	Electronic display at the stop",,,,,
"11299	fairly satisfied	The bus came five minutes late.",,,,,
"11296	very satisfied	Nothing. Brilliant service", lovely drivers,, clean well maintained buses. Johnsons, Diamond buses not quite so good,
"11297	neither satisfied nor dissatisfied	If the braking of your bus could be average jolting", life would be better.,,,,
"11289	fairly dissatisfied	How long the journey takes.",,,,,
"11290	fairly satisfied	Better seating ", more comfort and space needed.,,,,
